Response ID,Participant #,condition,Block #,"Block total order (cond1 = 1:8, cond2 = 9:16)",Step Presentation Order,Left Top Title,Right Top Title,Left Bottom Title,Right Bottom Title,Stim sentence ENG,"Correct = c, Incorrect = x",RT of stimulus
R_2yqEFv73cn8rPRj,39,2,2,10,2,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it - 1,C,66
R_2yqEFv73cn8rPRj,39,2,2,10,3,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started - 2,C,91
R_2yqEFv73cn8rPRj,39,2,2,10,4,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important - 2,X,147
R_2yqEFv73cn8rPRj,39,2,2,10,5,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare - 1,C,63
R_2yqEFv73cn8rPRj,39,2,2,10,6,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet - 2,C,77
R_2yqEFv73cn8rPRj,39,2,2,10,7,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks - 1,C,67
R_2yqEFv73cn8rPRj,39,2,2,10,8,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores  - 1,X,143
R_2yqEFv73cn8rPRj,39,2,2,10,9,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute - 2,C,85
R_2yqEFv73cn8rPRj,39,2,2,10,10,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it - 1,C,57
R_2yqEFv73cn8rPRj,39,2,2,10,11,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it  - 1,X,142
R_2yqEFv73cn8rPRj,39,2,2,10,12,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started - 2,C,97
R_2yqEFv73cn8rPRj,39,2,2,10,13,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare - 1,C,45
R_2yqEFv73cn8rPRj,39,2,2,10,14,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet - 2,C,107
R_2yqEFv73cn8rPRj,39,2,2,10,15,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important - 2,X,147
R_2yqEFv73cn8rPRj,39,2,2,10,16,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores  - 1,C,21
R_2yqEFv73cn8rPRj,39,2,2,10,17,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute - 2,C,133
R_2yqEFv73cn8rPRj,39,2,2,10,18,TYPE 2,TYPE 1,None,None,I am an incurable time waster - 2,X,973
R_2yqEFv73cn8rPRj,39,2,2,10,19,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks - 1,C,804
R_2yqEFv73cn8rPRj,39,2,2,10,20,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it  - 1,X,399
R_2yqEFv73cn8rPRj,39,2,2,10,INSTRUCTIONS OF CURRENT BLOCK,TYPE 2,TYPE 1,None,None,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,18173
R_2yqEFv73cn8rPRj,39,2,3,11,1,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks,X,638
R_2yqEFv73cn8rPRj,39,2,3,11,2,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it ,X,175
R_2yqEFv73cn8rPRj,39,2,3,11,3,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute,C,67
R_2yqEFv73cn8rPRj,39,2,3,11,4,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it,C,113
R_2yqEFv73cn8rPRj,39,2,3,11,5,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores ,X,98
R_2yqEFv73cn8rPRj,39,2,3,11,6,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet,C,105
R_2yqEFv73cn8rPRj,39,2,3,11,7,TYPE 2,TYPE 1,None,None,I am an incurable time waster,X,113
R_2yqEFv73cn8rPRj,39,2,3,11,8,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare,C,58
R_2yqEFv73cn8rPRj,39,2,3,11,9,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important,C,101
R_2yqEFv73cn8rPRj,39,2,3,11,10,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started,X,2547
R_2yqEFv73cn8rPRj,39,2,3,11,11,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet,X,4477
R_2yqEFv73cn8rPRj,39,2,3,11,12,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores ,C,4269
R_2yqEFv73cn8rPRj,39,2,3,11,13,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it ,C,2246
R_2yqEFv73cn8rPRj,39,2,3,11,14,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important,C,1088
R_2yqEFv73cn8rPRj,39,2,3,11,15,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it,C,2836
R_2yqEFv73cn8rPRj,39,2,3,11,16,TYPE 2,TYPE 1,None,None,I am an incurable time waster,C,464
R_2yqEFv73cn8rPRj,39,2,3,11,17,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks,C,47
R_2yqEFv73cn8rPRj,39,2,3,11,18,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started,C,103
R_2yqEFv73cn8rPRj,39,2,3,11,19,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute,X,142
R_2yqEFv73cn8rPRj,39,2,3,11,20,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare,C,28
R_2yqEFv73cn8rPRj,39,2,3,11,21,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started,C,121
R_2yqEFv73cn8rPRj,39,2,3,11,22,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute,X,148
R_2yqEFv73cn8rPRj,39,2,3,11,23,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it ,C,132
R_2yqEFv73cn8rPRj,39,2,3,11,24,TYPE 2,TYPE 1,None,None,I am an incurable time waster,C,19
R_2yqEFv73cn8rPRj,39,2,3,11,25,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks,C,106
R_2yqEFv73cn8rPRj,39,2,3,11,26,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important,C,43
R_2yqEFv73cn8rPRj,39,2,3,11,27,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet,X,151
R_2yqEFv73cn8rPRj,39,2,3,11,28,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores ,C,84
R_2yqEFv73cn8rPRj,39,2,3,11,29,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it,X,159
R_2yqEFv73cn8rPRj,39,2,3,11,30,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare,X,131
R_2yqEFv73cn8rPRj,39,2,3,11,31,TYPE 2,TYPE 1,None,None,I get stuck in neutral even though I know how important it I to get started,C,100
R_2yqEFv73cn8rPRj,39,2,3,11,32,TYPE 2,TYPE 1,None,None,When I have a deadline; I wait till the last minute,X,171
R_2yqEFv73cn8rPRj,39,2,3,11,33,TYPE 2,TYPE 1,None,None,Whenever I make a plan of action; I follow it ,C,21
R_2yqEFv73cn8rPRj,39,2,3,11,34,TYPE 2,TYPE 1,None,None,I am an incurable time waster,C,152
R_2yqEFv73cn8rPRj,39,2,3,11,35,TYPE 2,TYPE 1,None,None,I put the necessary time into even boring tasks,C,7
R_2yqEFv73cn8rPRj,39,2,3,11,36,TYPE 2,TYPE 1,None,None,I needlessly delay finishing jobs; even when they’re important,C,158
R_2yqEFv73cn8rPRj,39,2,3,11,37,TYPE 2,TYPE 1,None,None,I promise myself I'll do something and then drag my feet,X,180
R_2yqEFv73cn8rPRj,39,2,3,11,38,TYPE 2,TYPE 1,None,None,I get right to work; even on life's unpleasant chores ,C,114
R_2yqEFv73cn8rPRj,39,2,3,11,39,TYPE 2,TYPE 1,None,None,Putting something off until tomorrow is not the way I do it,X,172
R_2yqEFv73cn8rPRj,39,2,3,11,40,TYPE 2,TYPE 1,None,None,I always finish important jobs with time to spare,X,142
R_2yqEFv73cn8rPRj,39,2,3,11,INSTRUCTIONS OF CURRENT BLOCK,TYPE 2,TYPE 1,None,None,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,24620
R_2yqEFv73cn8rPRj,39,2,4,12,1,TYPE 2,TYPE 1,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it,C,2175
R_2yqEFv73cn8rPRj,39,2,4,12,2,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing an electric guitar,C,1080
R_2yqEFv73cn8rPRj,39,2,4,12,3,TYPE 2,TYPE 1,FALSE,TRUTH,I promise myself I'll do something and then drag my feet,C,2237
R_2yqEFv73cn8rPRj,39,2,4,12,4,TYPE 2,TYPE 1,FALSE,TRUTH,My fingers are on the keyboard,C,1728
R_2yqEFv73cn8rPRj,39,2,4,12,5,TYPE 2,TYPE 1,FALSE,TRUTH,Whenever I make a plan of action; I follow it ,X,721
R_2yqEFv73cn8rPRj,39,2,4,12,6,TYPE 2,TYPE 1,FALSE,TRUTH,I am climbing on a mountain,C,131
R_2yqEFv73cn8rPRj,39,2,4,12,7,TYPE 2,TYPE 1,FALSE,TRUTH,I always finish important jobs with time to spare,C,20
R_2yqEFv73cn8rPRj,39,2,4,12,8,TYPE 2,TYPE 1,FALSE,TRUTH,I am infront of a computer right now,X,159
R_2yqEFv73cn8rPRj,39,2,4,12,9,TYPE 2,TYPE 1,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,C,124
R_2yqEFv73cn8rPRj,39,2,4,12,10,TYPE 2,TYPE 1,FALSE,TRUTH,I am watching the computer screen,C,15
R_2yqEFv73cn8rPRj,39,2,4,12,11,TYPE 2,TYPE 1,FALSE,TRUTH,I put the necessary time into even boring tasks,C,138
R_2yqEFv73cn8rPRj,39,2,4,12,12,TYPE 2,TYPE 1,FALSE,TRUTH,I am at the beach,C,8
R_2yqEFv73cn8rPRj,39,2,4,12,13,TYPE 2,TYPE 1,FALSE,TRUTH,I am an incurable time waster,X,158
R_2yqEFv73cn8rPRj,39,2,4,12,14,TYPE 2,TYPE 1,FALSE,TRUTH,I am buying groceries now  ,X,154
R_2yqEFv73cn8rPRj,39,2,4,12,15,TYPE 2,TYPE 1,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,C,109
R_2yqEFv73cn8rPRj,39,2,4,12,16,TYPE 2,TYPE 1,FALSE,TRUTH,I am reading what is on the screen,X,149
R_2yqEFv73cn8rPRj,39,2,4,12,17,TYPE 2,TYPE 1,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started,C,58
R_2yqEFv73cn8rPRj,39,2,4,12,18,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing soccer right now,X,164
R_2yqEFv73cn8rPRj,39,2,4,12,19,TYPE 2,TYPE 1,FALSE,TRUTH,When I have a deadline; I wait till the last minute,X,166
R_2yqEFv73cn8rPRj,39,2,4,12,20,TYPE 2,TYPE 1,FALSE,TRUTH,I am doing an experiment in psychology,C,36
R_2yqEFv73cn8rPRj,39,2,4,12,INSTRUCTIONS OF CURRENT BLOCK,TYPE 2,TYPE 1,FALSE,TRUTH,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,29184
R_2yqEFv73cn8rPRj,39,2,5,13,1,TYPE 2,TYPE 1,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it,C,3080
R_2yqEFv73cn8rPRj,39,2,5,13,2,TYPE 2,TYPE 1,FALSE,TRUTH,I am reading what is on the screen,C,992
R_2yqEFv73cn8rPRj,39,2,5,13,3,TYPE 2,TYPE 1,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,C,1529
R_2yqEFv73cn8rPRj,39,2,5,13,4,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing an electric guitar,C,893
R_2yqEFv73cn8rPRj,39,2,5,13,5,TYPE 2,TYPE 1,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started,C,24785
R_2yqEFv73cn8rPRj,39,2,5,13,6,TYPE 2,TYPE 1,FALSE,TRUTH,I am watching the computer screen,C,230
R_2yqEFv73cn8rPRj,39,2,5,13,7,TYPE 2,TYPE 1,FALSE,TRUTH,I always finish important jobs with time to spare,X,169
R_2yqEFv73cn8rPRj,39,2,5,13,8,TYPE 2,TYPE 1,FALSE,TRUTH,I am buying groceries now  ,C,135
R_2yqEFv73cn8rPRj,39,2,5,13,9,TYPE 2,TYPE 1,FALSE,TRUTH,Whenever I make a plan of action; I follow it ,C,28
R_2yqEFv73cn8rPRj,39,2,5,13,10,TYPE 2,TYPE 1,FALSE,TRUTH,My fingers are on the keyboard,X,150
R_2yqEFv73cn8rPRj,39,2,5,13,11,TYPE 2,TYPE 1,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,C,127
R_2yqEFv73cn8rPRj,39,2,5,13,12,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing soccer right now,X,157
R_2yqEFv73cn8rPRj,39,2,5,13,13,TYPE 2,TYPE 1,FALSE,TRUTH,I am an incurable time waster,X,153
R_2yqEFv73cn8rPRj,39,2,5,13,14,TYPE 2,TYPE 1,FALSE,TRUTH,I am climbing on a mountain,X,146
R_2yqEFv73cn8rPRj,39,2,5,13,15,TYPE 2,TYPE 1,FALSE,TRUTH,I promise myself I'll do something and then drag my feet,X,155
R_2yqEFv73cn8rPRj,39,2,5,13,16,TYPE 2,TYPE 1,FALSE,TRUTH,I am at the beach,X,155
R_2yqEFv73cn8rPRj,39,2,5,13,17,TYPE 2,TYPE 1,FALSE,TRUTH,When I have a deadline; I wait till the last minute,X,158
R_2yqEFv73cn8rPRj,39,2,5,13,18,TYPE 2,TYPE 1,FALSE,TRUTH,I am infront of a computer right now,C,154
R_2yqEFv73cn8rPRj,39,2,5,13,19,TYPE 2,TYPE 1,FALSE,TRUTH,I put the necessary time into even boring tasks,X,180
R_2yqEFv73cn8rPRj,39,2,5,13,20,TYPE 2,TYPE 1,FALSE,TRUTH,I am doing an experiment in psychology,C,165
R_2yqEFv73cn8rPRj,39,2,5,13,21,TYPE 2,TYPE 1,FALSE,TRUTH,Whenever I make a plan of action; I follow it ,X,151
R_2yqEFv73cn8rPRj,39,2,5,13,22,TYPE 2,TYPE 1,FALSE,TRUTH,I am reading what is on the screen,X,449
R_2yqEFv73cn8rPRj,39,2,5,13,23,TYPE 2,TYPE 1,FALSE,TRUTH,I promise myself I'll do something and then drag my feet,C,12
R_2yqEFv73cn8rPRj,39,2,5,13,24,TYPE 2,TYPE 1,FALSE,TRUTH,I am infront of a computer right now,C,162
R_2yqEFv73cn8rPRj,39,2,5,13,25,TYPE 2,TYPE 1,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it,X,173
R_2yqEFv73cn8rPRj,39,2,5,13,26,TYPE 2,TYPE 1,FALSE,TRUTH,I am buying groceries now  ,C,55
R_2yqEFv73cn8rPRj,39,2,5,13,27,TYPE 2,TYPE 1,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,C,131
R_2yqEFv73cn8rPRj,39,2,5,13,28,TYPE 2,TYPE 1,FALSE,TRUTH,I am at the beach,C,40
R_2yqEFv73cn8rPRj,39,2,5,13,29,TYPE 2,TYPE 1,FALSE,TRUTH,I am an incurable time waster,X,228
R_2yqEFv73cn8rPRj,39,2,5,13,30,TYPE 2,TYPE 1,FALSE,TRUTH,I am climbing on a mountain,X,153
R_2yqEFv73cn8rPRj,39,2,5,13,31,TYPE 2,TYPE 1,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started,X,176
R_2yqEFv73cn8rPRj,39,2,5,13,32,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing an electric guitar,X,157
R_2yqEFv73cn8rPRj,39,2,5,13,33,TYPE 2,TYPE 1,FALSE,TRUTH,I put the necessary time into even boring tasks,C,155
R_2yqEFv73cn8rPRj,39,2,5,13,34,TYPE 2,TYPE 1,FALSE,TRUTH,My fingers are on the keyboard,X,167
R_2yqEFv73cn8rPRj,39,2,5,13,35,TYPE 2,TYPE 1,FALSE,TRUTH,When I have a deadline; I wait till the last minute,C,13
R_2yqEFv73cn8rPRj,39,2,5,13,36,TYPE 2,TYPE 1,FALSE,TRUTH,I am playing soccer right now,X,245
R_2yqEFv73cn8rPRj,39,2,5,13,37,TYPE 2,TYPE 1,FALSE,TRUTH,I always finish important jobs with time to spare,C,137
R_2yqEFv73cn8rPRj,39,2,5,13,38,TYPE 2,TYPE 1,FALSE,TRUTH,I am doing an experiment in psychology,X,166
R_2yqEFv73cn8rPRj,39,2,5,13,39,TYPE 2,TYPE 1,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,C,30
R_2yqEFv73cn8rPRj,39,2,5,13,40,TYPE 2,TYPE 1,FALSE,TRUTH,I am watching the computer screen,C,161
R_2yqEFv73cn8rPRj,39,2,5,13,INSTRUCTIONS OF CURRENT BLOCK,TYPE 2,TYPE 1,FALSE,TRUTH,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,42457
R_2yqEFv73cn8rPRj,39,2,6,14,1,TYPE 1,TYPE 2,None,None,I put the necessary time into even boring tasks,C,370
R_2yqEFv73cn8rPRj,39,2,6,14,2,TYPE 1,TYPE 2,None,None,Whenever I make a plan of action; I follow it ,X,170
R_2yqEFv73cn8rPRj,39,2,6,14,3,TYPE 1,TYPE 2,None,None,When I have a deadline; I wait till the last minute,C,55
R_2yqEFv73cn8rPRj,39,2,6,14,4,TYPE 1,TYPE 2,None,None,Putting something off until tomorrow is not the way I do it,C,80
R_2yqEFv73cn8rPRj,39,2,6,14,5,TYPE 1,TYPE 2,None,None,I get right to work; even on life's unpleasant chores ,C,3208
R_2yqEFv73cn8rPRj,39,2,6,14,6,TYPE 1,TYPE 2,None,None,I promise myself I'll do something and then drag my feet,C,1284
R_2yqEFv73cn8rPRj,39,2,6,14,7,TYPE 1,TYPE 2,None,None,I am an incurable time waster,X,406
R_2yqEFv73cn8rPRj,39,2,6,14,8,TYPE 1,TYPE 2,None,None,I always finish important jobs with time to spare,C,108
R_2yqEFv73cn8rPRj,39,2,6,14,9,TYPE 1,TYPE 2,None,None,I needlessly delay finishing jobs; even when they’re important,C,32
R_2yqEFv73cn8rPRj,39,2,6,14,10,TYPE 1,TYPE 2,None,None,I get stuck in neutral even though I know how important it I to get started,X,140
R_2yqEFv73cn8rPRj,39,2,6,14,11,TYPE 1,TYPE 2,None,None,I promise myself I'll do something and then drag my feet,X,141
R_2yqEFv73cn8rPRj,39,2,6,14,12,TYPE 1,TYPE 2,None,None,I get right to work; even on life's unpleasant chores ,C,133
R_2yqEFv73cn8rPRj,39,2,6,14,13,TYPE 1,TYPE 2,None,None,Whenever I make a plan of action; I follow it ,X,156
R_2yqEFv73cn8rPRj,39,2,6,14,14,TYPE 1,TYPE 2,None,None,I needlessly delay finishing jobs; even when they’re important,C,128
R_2yqEFv73cn8rPRj,39,2,6,14,15,TYPE 1,TYPE 2,None,None,Putting something off until tomorrow is not the way I do it,C,20
R_2yqEFv73cn8rPRj,39,2,6,14,16,TYPE 1,TYPE 2,None,None,I am an incurable time waster,C,98
R_2yqEFv73cn8rPRj,39,2,6,14,17,TYPE 1,TYPE 2,None,None,I put the necessary time into even boring tasks,C,47
R_2yqEFv73cn8rPRj,39,2,6,14,18,TYPE 1,TYPE 2,None,None,I get stuck in neutral even though I know how important it I to get started,C,102
R_2yqEFv73cn8rPRj,39,2,6,14,19,TYPE 1,TYPE 2,None,None,When I have a deadline; I wait till the last minute,X,137
R_2yqEFv73cn8rPRj,39,2,6,14,20,TYPE 1,TYPE 2,None,None,I always finish important jobs with time to spare,C,56
R_2yqEFv73cn8rPRj,39,2,6,14,21,TYPE 1,TYPE 2,None,None,I get stuck in neutral even though I know how important it I to get started,C,89
R_2yqEFv73cn8rPRj,39,2,6,14,22,TYPE 1,TYPE 2,None,None,When I have a deadline; I wait till the last minute,X,141
R_2yqEFv73cn8rPRj,39,2,6,14,23,TYPE 1,TYPE 2,None,None,Whenever I make a plan of action; I follow it ,C,98
R_2yqEFv73cn8rPRj,39,2,6,14,24,TYPE 1,TYPE 2,None,None,I am an incurable time waster,C,21
R_2yqEFv73cn8rPRj,39,2,6,14,25,TYPE 1,TYPE 2,None,None,I put the necessary time into even boring tasks,X,149
R_2yqEFv73cn8rPRj,39,2,6,14,26,TYPE 1,TYPE 2,None,None,I needlessly delay finishing jobs; even when they’re important,C,124
R_2yqEFv73cn8rPRj,39,2,6,14,27,TYPE 1,TYPE 2,None,None,I promise myself I'll do something and then drag my feet,X,157
R_2yqEFv73cn8rPRj,39,2,6,14,28,TYPE 1,TYPE 2,None,None,I get right to work; even on life's unpleasant chores ,C,26
R_2yqEFv73cn8rPRj,39,2,6,14,29,TYPE 1,TYPE 2,None,None,Putting something off until tomorrow is not the way I do it,X,172
R_2yqEFv73cn8rPRj,39,2,6,14,30,TYPE 1,TYPE 2,None,None,I always finish important jobs with time to spare,X,152
R_2yqEFv73cn8rPRj,39,2,6,14,31,TYPE 1,TYPE 2,None,None,I get stuck in neutral even though I know how important it I to get started,X,156
R_2yqEFv73cn8rPRj,39,2,6,14,32,TYPE 1,TYPE 2,None,None,When I have a deadline; I wait till the last minute,C,143
R_2yqEFv73cn8rPRj,39,2,6,14,33,TYPE 1,TYPE 2,None,None,Whenever I make a plan of action; I follow it ,C,22
R_2yqEFv73cn8rPRj,39,2,6,14,34,TYPE 1,TYPE 2,None,None,I am an incurable time waster,C,144
R_2yqEFv73cn8rPRj,39,2,6,14,35,TYPE 1,TYPE 2,None,None,I put the necessary time into even boring tasks,C,9
R_2yqEFv73cn8rPRj,39,2,6,14,36,TYPE 1,TYPE 2,None,None,I needlessly delay finishing jobs; even when they’re important,X,174
R_2yqEFv73cn8rPRj,39,2,6,14,37,TYPE 1,TYPE 2,None,None,I promise myself I'll do something and then drag my feet,C,160
R_2yqEFv73cn8rPRj,39,2,6,14,38,TYPE 1,TYPE 2,None,None,I get right to work; even on life's unpleasant chores ,C,19
R_2yqEFv73cn8rPRj,39,2,6,14,39,TYPE 1,TYPE 2,None,None,Putting something off until tomorrow is not the way I do it,X,167
R_2yqEFv73cn8rPRj,39,2,6,14,40,TYPE 1,TYPE 2,None,None,I always finish important jobs with time to spare,X,190
R_2yqEFv73cn8rPRj,39,2,6,14,INSTRUCTIONS OF CURRENT BLOCK,TYPE 1,TYPE 2,None,None,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,11705
R_2yqEFv73cn8rPRj,39,2,7,15,1,TYPE 1,TYPE 2,FALSE,TRUTH,When I have a deadline; I wait till the last minute,X,537
R_2yqEFv73cn8rPRj,39,2,7,15,2,TYPE 1,TYPE 2,FALSE,TRUTH,My fingers are on the keyboard,X,155
R_2yqEFv73cn8rPRj,39,2,7,15,3,TYPE 1,TYPE 2,FALSE,TRUTH,I am an incurable time waster,X,162
R_2yqEFv73cn8rPRj,39,2,7,15,4,TYPE 1,TYPE 2,FALSE,TRUTH,I am reading what is on the screen,X,151
R_2yqEFv73cn8rPRj,39,2,7,15,5,TYPE 1,TYPE 2,FALSE,TRUTH,I always finish important jobs with time to spare,C,128
R_2yqEFv73cn8rPRj,39,2,7,15,6,TYPE 1,TYPE 2,FALSE,TRUTH,I am infront of a computer right now,C,24
R_2yqEFv73cn8rPRj,39,2,7,15,7,TYPE 1,TYPE 2,FALSE,TRUTH,Whenever I make a plan of action; I follow it ,X,134
R_2yqEFv73cn8rPRj,39,2,7,15,8,TYPE 1,TYPE 2,FALSE,TRUTH,I am playing soccer right now,X,154
R_2yqEFv73cn8rPRj,39,2,7,15,9,TYPE 1,TYPE 2,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,X,147
R_2yqEFv73cn8rPRj,39,2,7,15,10,TYPE 1,TYPE 2,FALSE,TRUTH,I am at the beach,X,160
R_2yqEFv73cn8rPRj,39,2,7,15,11,TYPE 1,TYPE 2,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started,C,114
R_2yqEFv73cn8rPRj,39,2,7,15,12,TYPE 1,TYPE 2,FALSE,TRUTH,I am buying groceries now  ,C,42
R_2yqEFv73cn8rPRj,39,2,7,15,13,TYPE 1,TYPE 2,FALSE,TRUTH,I promise myself I'll do something and then drag my feet,C,104
R_2yqEFv73cn8rPRj,39,2,7,15,14,TYPE 1,TYPE 2,FALSE,TRUTH,I am doing an experiment in psychology,X,141
R_2yqEFv73cn8rPRj,39,2,7,15,15,TYPE 1,TYPE 2,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it,C,62
R_2yqEFv73cn8rPRj,39,2,7,15,16,TYPE 1,TYPE 2,FALSE,TRUTH,I am climbing on a mountain,X,143
R_2yqEFv73cn8rPRj,39,2,7,15,17,TYPE 1,TYPE 2,FALSE,TRUTH,I put the necessary time into even boring tasks,X,146
R_2yqEFv73cn8rPRj,39,2,7,15,18,TYPE 1,TYPE 2,FALSE,TRUTH,I am watching the computer screen,C,104
R_2yqEFv73cn8rPRj,39,2,7,15,19,TYPE 1,TYPE 2,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,X,163
R_2yqEFv73cn8rPRj,39,2,7,15,20,TYPE 1,TYPE 2,FALSE,TRUTH,I am playing an electric guitar,C,48
R_2yqEFv73cn8rPRj,39,2,7,15,INSTRUCTIONS OF CURRENT BLOCK,TYPE 1,TYPE 2,FALSE,TRUTH,INSTRUCTIONS OF CURRENT BLOCK,Total block time (time spent on page: =>,5175
R_2yqEFv73cn8rPRj,39,2,8,16,1,TYPE 1,TYPE 2,FALSE,TRUTH,I needlessly delay finishing jobs; even when they’re important,X,1443
R_2yqEFv73cn8rPRj,39,2,8,16,2,TYPE 1,TYPE 2,FALSE,TRUTH,My fingers are on the keyboard,X,192
R_2yqEFv73cn8rPRj,39,2,8,16,3,TYPE 1,TYPE 2,FALSE,TRUTH,I get right to work; even on life's unpleasant chores ,C,135
R_2yqEFv73cn8rPRj,39,2,8,16,4,TYPE 1,TYPE 2,FALSE,TRUTH,I am playing an electric guitar,X,165
R_2yqEFv73cn8rPRj,39,2,8,16,5,TYPE 1,TYPE 2,FALSE,TRUTH,I get stuck in neutral even though I know how important it I to get started ,C,26
R_2yqEFv73cn8rPRj,39,2,8,16,6,TYPE 1,TYPE 2,FALSE,TRUTH,I am doing an experiment in psychology,X,153
R_2yqEFv73cn8rPRj,39,2,8,16,7,TYPE 1,TYPE 2,FALSE,TRUTH,Putting something off until tomorrow is not the way I do it ,C,135
R_2yqEFv73cn8rPRj,39,2,8,16,8,TYPE 1,TYPE 2,FALSE,TRUTH,I am at the beach,X,158
R_2yqEFv73cn8rPRj,39,2,8,16,9,TYPE 1,TYPE 2,FALSE,TRUTH,When I have a deadline; I wait till the last minute,C,5
R_2yqEFv73cn8rPRj,39,2,8,16,10,TYPE 1,TYPE 2,FALSE,TRUTH,I am climbing on a mountain,X,162
R_2yqEFv73cn8rPRj,39,2,8,16,11,TYPE 1,TYPE 2,FALSE,TRUTH,I promise myself I'll do something and then drag my feet ,C,130
R_2yqEFv73cn8rPRj,39,2,8,16,12,TYPE 1,TYPE 2,FALSE,TRUTH,I am infront of a computer right now,X,132
R_2yqEFv73cn8rPRj,39,2,8,16,13,TYPE 1,TYPE 2,FALSE,TRUTH,I am playing soccer right now,C,38
R_2yqEFv73cn8rPRj,39,2,8,16,14,TYPE 1,TYPE 2,FALSE,TRUTH,I am buying groceries now  ,X,147
